member_id,full_name,age,membership_type,months_as_member,avg_weekly_attendance,avg_points_per_session,attendance_trend,points_trend,days_since_last_visit,churn
721,Sebastian Lewis,40,Unlimited,27,0.14,65.16,decreasing,decreasing,3,0
722,Daniel Hernandez,49,Premium,18,3.21,78.92,stable,decreasing,28,1
723,Zoey Hernandez,28,Basic,21,3.73,58.66,stable,decreasing,14,1
724,Hannah Taylor,39,Premium,28,2.95,64.92,increasing,stable,0,0
725,Scarlett Davis,39,Basic,35,4.76,63.53,stable,decreasing,53,0
726,Lily Perez,42,Unlimited,22,3.18,68.44,decreasing,stable,29,0
727,Chloe Thompson,39,Unlimited,23,3.64,73.65,increasing,decreasing,28,0
728,Logan Perez,45,Basic,3,3.74,78.8,increasing,decreasing,19,0
729,Michael Jones,46,Unlimited,10,0.0,99.06,stable,decreasing,32,1
730,Grace Sanchez,30,Premium,25,2.92,30.12,decreasing,stable,40,1
731,Hannah Anderson,35,Basic,8,1.12,67.49,stable,increasing,43,1
732,Abigail Jackson,19,Basic,11,1.32,49.53,increasing,increasing,35,1
733,Lily Martin,46,Premium,5,1.49,64.22,stable,increasing,59,0
734,Amelia Robinson,38,Premium,29,2.19,83.21,decreasing,increasing,21,0
735,Chloe Rodriguez,32,Unlimited,5,3.15,87.97,increasing,increasing,12,0
736,Sebastian Johnson,44,Premium,9,2.93,88.67,stable,stable,6,0
737,Henry Rodriguez,48,Unlimited,2,2.49,88.53,stable,stable,7,0
738,Zoey Taylor,32,Premium,1,3.22,67.39,increasing,decreasing,27,0
739,Liam Harris,40,Unlimited,30,3.28,90.98,decreasing,increasing,44,1
740,Zoey Martinez,41,Premium,11,2.94,93.95,decreasing,stable,42,1
741,Jackson Miller,30,Basic,28,0.78,72.08,stable,decreasing,8,0
742,Lily Williams,39,Premium,12,1.76,87.66,increasing,stable,24,0
743,Victoria Lopez,54,Unlimited,26,2.53,70.62,increasing,decreasing,55,1
744,Theodore Garcia,50,Basic,13,3.23,91.15,stable,increasing,15,0
745,Chloe Lopez,20,Unlimited,8,1.17,67.58,stable,increasing,9,1
746,Evelyn Jones,36,Basic,28,2.49,60.86,increasing,stable,10,0
747,Amelia Martinez,40,Premium,30,0.93,53.2,increasing,increasing,30,0
748,Olivia Robinson,46,Unlimited,9,3.53,67.4,increasing,stable,11,0
749,Mia White,47,Basic,31,2.74,71.27,decreasing,stable,59,1
750,Evelyn Davis,56,Basic,21,1.15,55.81,decreasing,increasing,30,0
751,Charlotte Lee,42,Premium,34,1.15,66.25,decreasing,increasing,13,1
752,Amelia Thompson,54,Unlimited,31,2.89,62.1,increasing,stable,50,0
753,Victoria Perez,25,Basic,25,3.87,53.85,decreasing,stable,43,1
754,Mia Garcia,59,Unlimited,12,1.4,85.54,increasing,stable,31,1
755,Lucas Harris,33,Basic,1,3.29,88.18,stable,increasing,49,0
756,Harper Harris,25,Unlimited,22,1.96,85.47,decreasing,increasing,52,1
757,Olivia Anderson,18,Unlimited,1,3.32,68.74,stable,increasing,16,0
758,Sebastian Rodriguez,22,Premium,1,3.18,69.66,stable,increasing,34,0
759,Sebastian Anderson,20,Premium,21,2.66,54.05,increasing,decreasing,0,0
760,Ella Martinez,18,Premium,15,0.67,76.22,increasing,increasing,28,1
761,Mia Miller,21,Premium,17,3.18,72.54,stable,decreasing,50,0
762,Amelia Thompson,57,Basic,22,3.0,100.0,stable,decreasing,3,0
763,Sebastian Lee,52,Basic,35,2.91,86.31,decreasing,increasing,22,0
764,Michael Sanchez,49,Basic,16,2.7,74.73,stable,stable,27,0
765,Benjamin Wilson,59,Premium,8,1.62,69.38,stable,decreasing,15,1
766,Isabella Lee,51,Basic,17,3.58,85.02,increasing,decreasing,11,0
767,Benjamin Rodriguez,42,Premium,17,3.4,56.26,increasing,stable,52,1
768,Lucas Moore,27,Unlimited,26,1.42,87.09,decreasing,decreasing,20,0
769,Ethan Lewis,38,Basic,13,3.81,53.69,increasing,decreasing,44,0
770,Harper Robinson,56,Premium,17,2.63,61.58,stable,stable,16,0
771,Scarlett Williams,44,Premium,17,2.63,42.43,increasing,decreasing,39,1
772,Harper Clark,44,Unlimited,14,2.32,79.21,decreasing,stable,12,0
773,Scarlett Taylor,19,Unlimited,6,2.42,73.75,decreasing,stable,51,1
774,Sophia White,58,Unlimited,35,3.87,61.58,increasing,decreasing,57,0
775,Lily Lopez,30,Unlimited,14,3.53,56.06,increasing,decreasing,31,0
776,Chloe Williams,26,Basic,8,3.51,90.68,stable,stable,36,1
777,Victoria Hernandez,53,Unlimited,15,2.68,68.0,stable,increasing,49,0
778,Zoey Sanchez,39,Premium,27,3.39,58.49,increasing,stable,14,0
779,Ethan Lopez,59,Basic,13,1.67,98.83,decreasing,decreasing,11,1
780,Scarlett Anderson,43,Unlimited,31,3.08,60.14,increasing,stable,48,1
781,Elijah Lewis,29,Basic,35,2.35,87.08,decreasing,decreasing,56,1
782,Michael Harris,34,Premium,6,0.44,52.74,stable,decreasing,14,0
783,Ava Moore,31,Basic,5,0.91,64.68,increasing,stable,33,1
784,Grace Thomas,31,Premium,22,1.84,77.53,stable,increasing,5,0
785,Noah Thompson,51,Premium,23,2.92,69.13,stable,stable,16,0
786,Lily Martinez,37,Premium,25,1.84,73.66,increasing,stable,47,1
787,Chloe Robinson,28,Premium,34,1.91,61.92,stable,stable,48,0
788,Ava Gonzalez,33,Basic,26,3.26,46.03,increasing,stable,56,0
789,Harper Williams,48,Unlimited,5,1.94,91.98,increasing,stable,19,0
790,Scarlett Wilson,23,Basic,26,3.83,62.83,increasing,increasing,8,0
791,Owen Robinson,36,Premium,20,3.67,74.34,stable,increasing,58,0
792,Owen Robinson,54,Unlimited,6,2.52,80.53,increasing,stable,4,0
793,Mia White,21,Unlimited,6,3.25,74.63,stable,increasing,22,0
794,Alexander Robinson,21,Premium,18,3.12,59.37,stable,stable,32,0
795,Jackson Miller,37,Premium,4,2.25,87.4,stable,stable,37,1
796,Abigail Jones,27,Unlimited,17,3.36,77.71,decreasing,stable,55,1
797,Liam Robinson,41,Unlimited,14,3.51,72.98,decreasing,increasing,13,1
798,Oliver Gonzalez,52,Premium,14,1.55,72.63,stable,decreasing,16,0
799,Sophia White,43,Basic,13,2.65,95.23,stable,stable,56,0
800,Theodore Moore,54,Basic,7,2.64,59.05,increasing,stable,18,0
801,Elijah Moore,55,Basic,15,3.35,76.23,decreasing,decreasing,32,1
802,Victoria Harris,38,Premium,19,2.06,62.07,increasing,increasing,0,0
803,Liam Lee,57,Basic,35,1.9,40.96,stable,stable,12,1
804,Isabella Rodriguez,56,Premium,17,2.67,40.56,decreasing,decreasing,45,1
805,Isabella Taylor,38,Basic,35,3.68,54.78,increasing,decreasing,26,0
806,Logan Brown,27,Basic,19,1.3,60.12,increasing,decreasing,5,1
807,Olivia Clark,55,Unlimited,20,1.48,100.0,stable,decreasing,58,1
808,Victoria Lewis,21,Premium,35,1.98,80.48,stable,increasing,5,0
809,Victoria Hernandez,37,Basic,32,2.16,81.83,decreasing,increasing,32,0
810,William Miller,34,Unlimited,24,0.73,60.44,decreasing,stable,29,0
811,Logan Hernandez,24,Basic,17,4.0,70.92,increasing,stable,45,1
812,Ava Johnson,21,Premium,7,2.37,100.0,increasing,increasing,34,1
813,Jackson Miller,46,Premium,1,2.22,51.78,stable,decreasing,22,0
814,Elijah Clark,31,Basic,35,4.12,76.84,stable,stable,9,0
815,Lucas Martin,20,Unlimited,32,3.22,94.17,stable,stable,50,0
816,Owen Perez,41,Premium,13,1.96,84.49,increasing,decreasing,18,0
817,Alexander Hernandez,54,Premium,6,2.66,97.02,stable,decreasing,50,1
818,Chloe Harris,33,Basic,14,2.46,73.19,stable,stable,27,0
819,Sebastian Rodriguez,21,Basic,15,3.95,79.05,stable,decreasing,22,0
820,Oliver White,41,Unlimited,4,2.33,71.65,stable,decreasing,3,1
821,William Jones,51,Basic,16,1.06,78.0,stable,stable,19,1
822,James Perez,47,Premium,28,0.62,56.27,stable,increasing,18,1
823,Ethan Taylor,35,Premium,16,3.98,81.89,increasing,increasing,41,0
824,Henry Williams,36,Premium,4,1.71,74.41,increasing,stable,26,0
825,Abigail Sanchez,48,Basic,26,3.17,70.94,stable,stable,56,1
826,Lily Moore,36,Basic,28,2.57,96.2,stable,decreasing,33,1
827,Harper Robinson,36,Premium,32,2.08,66.02,stable,decreasing,3,0
828,Amelia White,39,Basic,2,2.24,88.12,stable,decreasing,55,1
829,Oliver Williams,41,Basic,31,4.08,89.61,stable,decreasing,37,1
830,Aria Gonzalez,29,Basic,3,1.05,82.83,decreasing,decreasing,6,1
831,Jackson Rodriguez,47,Premium,8,2.11,55.52,increasing,stable,47,0
832,Elijah Wilson,55,Unlimited,24,3.41,75.39,increasing,increasing,6,0
833,Victoria Johnson,48,Basic,15,1.22,99.38,increasing,decreasing,49,1
834,Emma Rodriguez,53,Basic,31,3.82,42.72,stable,stable,51,1
835,Oliver Clark,36,Basic,9,3.39,67.19,stable,stable,25,0
836,Jack Lewis,53,Premium,2,2.77,87.43,increasing,stable,25,0
837,Henry Williams,47,Premium,8,2.0,68.27,stable,decreasing,53,1
838,Jackson Johnson,50,Premium,7,1.09,82.15,increasing,stable,18,1
839,Olivia Martinez,35,Premium,16,3.21,91.14,stable,decreasing,8,0
840,Henry Anderson,45,Premium,35,5.25,73.48,stable,increasing,19,0
841,Zoey Harris,28,Unlimited,30,2.65,77.63,decreasing,stable,41,1
842,James Hernandez,50,Unlimited,10,0.67,71.38,increasing,increasing,44,1
843,Chloe White,34,Basic,18,2.96,74.47,decreasing,decreasing,49,1
844,Isabella Garcia,23,Basic,5,3.36,100.0,decreasing,increasing,15,0
845,Lucas Clark,21,Basic,29,1.58,69.04,increasing,decreasing,53,1
846,James Thomas,37,Basic,34,1.85,64.7,increasing,increasing,16,0
847,Sebastian Moore,44,Unlimited,23,1.75,85.63,stable,increasing,21,0
848,William Jones,32,Premium,5,1.97,57.36,decreasing,stable,12,0
849,Ava Ramirez,23,Basic,30,2.33,60.78,decreasing,stable,11,0
850,James Gonzalez,31,Premium,6,1.64,60.87,stable,increasing,9,0
851,Amelia Moore,28,Premium,4,1.26,66.16,decreasing,stable,0,1
852,Zoey Gonzalez,56,Basic,29,2.67,66.82,increasing,decreasing,31,1
853,Ella Robinson,26,Basic,23,2.32,80.49,increasing,stable,29,0
854,Owen Jackson,43,Premium,6,2.06,64.86,decreasing,increasing,7,1
855,Oliver White,33,Premium,32,2.58,81.09,decreasing,decreasing,20,0
856,Zoey Johnson,22,Basic,18,0.98,82.96,stable,increasing,21,0
857,Zoey Clark,27,Basic,15,2.76,60.2,decreasing,stable,17,0
858,Ava Gonzalez,20,Premium,32,2.08,82.64,decreasing,increasing,1,0
859,Grace Garcia,30,Basic,9,2.74,84.0,decreasing,stable,47,0
860,Logan Jackson,47,Premium,10,2.9,43.59,decreasing,increasing,43,0
861,Mia Davis,23,Premium,20,3.63,74.4,decreasing,decreasing,8,0
862,Jack Smith,34,Basic,6,2.6,62.4,increasing,stable,2,0
863,Ava Hernandez,36,Unlimited,3,3.57,89.55,decreasing,increasing,53,0
864,Jackson Lee,59,Premium,11,2.18,62.25,increasing,increasing,25,0
865,Hannah Clark,52,Basic,17,2.23,49.91,decreasing,decreasing,20,0
866,Aria Ramirez,43,Premium,32,2.41,69.55,stable,stable,29,0
867,Benjamin Jones,22,Premium,4,3.27,56.55,stable,decreasing,27,0
868,Charlotte Thompson,46,Premium,4,3.13,82.74,stable,decreasing,35,1
869,Alexander Hernandez,54,Basic,17,2.64,57.87,increasing,decreasing,25,0
870,Theodore Miller,37,Unlimited,19,1.27,69.74,increasing,decreasing,33,1
871,Charlotte Moore,38,Premium,5,3.11,93.19,decreasing,increasing,7,1
872,Hannah Johnson,27,Basic,32,1.64,86.48,decreasing,decreasing,9,0
873,Sophia Gonzalez,22,Basic,22,1.58,77.17,stable,increasing,47,0
874,Owen Lopez,53,Basic,6,1.36,68.09,decreasing,decreasing,54,1
875,Scarlett Johnson,23,Unlimited,35,2.42,75.74,decreasing,stable,42,0
876,Ella Gonzalez,43,Basic,22,3.71,80.33,stable,decreasing,49,1
877,Mateo Taylor,21,Basic,1,1.53,55.2,increasing,stable,53,1
878,Amelia Davis,56,Unlimited,20,4.18,82.77,decreasing,stable,13,1
879,Charlotte Johnson,56,Basic,22,3.41,53.47,stable,decreasing,39,0
880,Logan Gonzalez,52,Basic,11,1.04,78.59,decreasing,increasing,54,1
881,Lily Thomas,18,Basic,13,2.12,53.4,decreasing,stable,14,0
882,William Jackson,41,Basic,3,1.46,99.44,decreasing,stable,16,1
883,Theodore Miller,53,Basic,9,3.16,81.45,stable,decreasing,52,1
884,Alexander Rodriguez,23,Premium,12,1.51,46.66,increasing,increasing,17,0
885,Ella Johnson,58,Basic,23,0.88,69.99,stable,increasing,31,1
886,Jack Ramirez,48,Basic,14,2.17,62.18,stable,increasing,37,0
887,Isabella Robinson,37,Premium,33,3.67,60.4,increasing,increasing,22,0
888,Victoria Lewis,41,Premium,18,2.31,72.21,stable,decreasing,45,1
889,Michael Brown,42,Premium,9,2.9,56.08,stable,decreasing,22,0
890,Abigail Brown,53,Premium,23,2.94,81.42,decreasing,stable,34,0
891,Elijah Clark,38,Basic,10,0.99,80.57,increasing,stable,38,0
892,Amelia Lopez,47,Premium,19,1.6,75.27,stable,decreasing,14,1
893,Michael Taylor,41,Premium,5,2.51,69.71,increasing,increasing,52,1
894,Alexander Perez,59,Basic,23,1.94,79.9,increasing,stable,23,0
895,Liam Perez,47,Unlimited,30,4.2,81.87,increasing,stable,27,0
896,Sebastian White,39,Basic,25,1.27,76.82,decreasing,increasing,15,1
897,Harper Moore,45,Premium,28,1.59,50.32,increasing,stable,15,0
898,Sophia Anderson,24,Basic,34,2.79,58.17,decreasing,stable,39,1
899,Owen Lopez,52,Premium,25,1.87,65.98,increasing,increasing,38,0
900,Hannah Clark,45,Premium,10,0.0,47.86,decreasing,increasing,5,1
901,Lily Martin,31,Unlimited,14,4.43,73.36,decreasing,decreasing,1,0
902,Olivia Miller,27,Basic,30,1.43,91.17,decreasing,increasing,53,1
903,Owen Hernandez,33,Premium,25,3.06,88.78,decreasing,decreasing,12,0
904,Grace Garcia,33,Premium,14,1.25,81.09,decreasing,increasing,43,1
905,Isabella Jackson,48,Premium,35,1.64,80.92,decreasing,decreasing,46,1
906,Emma Sanchez,59,Premium,34,0.88,100.0,stable,decreasing,58,1
907,Ethan Sanchez,42,Premium,10,1.76,82.66,increasing,decreasing,8,0
908,Chloe Wilson,30,Premium,35,1.86,83.88,increasing,decreasing,33,0
909,Chloe Lewis,23,Basic,11,2.37,48.42,increasing,increasing,16,1
910,Elijah Taylor,26,Premium,11,2.13,89.99,stable,stable,26,0
911,Lily Gonzalez,53,Basic,21,1.06,75.98,stable,stable,28,1
912,Scarlett Anderson,37,Unlimited,21,1.98,68.8,decreasing,increasing,36,1
913,Owen Lewis,35,Premium,22,3.95,65.09,decreasing,increasing,42,0
914,Emma Martin,38,Unlimited,7,3.83,61.77,stable,decreasing,21,1
915,Ella Johnson,21,Basic,17,2.96,88.85,stable,stable,50,1
916,Sophia Martin,50,Unlimited,2,3.16,69.57,decreasing,stable,23,0
917,Michael Hernandez,44,Unlimited,12,4.56,62.32,increasing,decreasing,6,0
918,Mateo Williams,24,Premium,18,3.07,58.43,decreasing,stable,33,0
919,Amelia Robinson,23,Premium,11,3.14,72.56,increasing,stable,47,0
920,Jack Lewis,32,Basic,16,0.94,64.61,stable,decreasing,11,1
921,Daniel Anderson,35,Unlimited,18,1.39,61.18,increasing,increasing,22,0
922,Mia Jones,49,Premium,35,2.47,49.27,decreasing,stable,14,1
923,Abigail Garcia,28,Basic,26,1.69,84.39,stable,decreasing,32,1
924,Evelyn Harris,37,Basic,16,1.5,67.93,increasing,decreasing,56,1
925,James Williams,41,Unlimited,6,1.62,53.72,increasing,decreasing,12,0
926,Liam Sanchez,32,Unlimited,12,1.08,65.93,stable,stable,22,1
927,Aria Anderson,24,Unlimited,13,1.71,78.24,decreasing,decreasing,37,1
928,Chloe Lewis,38,Premium,4,2.84,70.43,decreasing,increasing,31,1
929,Lily Taylor,59,Basic,2,4.3,72.86,stable,increasing,44,0
930,Jackson White,43,Basic,26,3.3,70.64,stable,stable,49,1
931,Olivia Moore,31,Basic,27,3.14,50.85,stable,stable,34,1
932,Isabella Lopez,54,Basic,27,0.88,84.23,decreasing,increasing,0,0
933,Mia Clark,38,Basic,15,2.62,44.38,decreasing,stable,46,1
934,Lucas Ramirez,35,Basic,8,2.43,76.92,stable,increasing,57,1
935,Jackson Taylor,22,Premium,7,2.79,79.23,decreasing,stable,44,1
936,Owen Lee,20,Unlimited,12,2.14,66.7,stable,decreasing,4,0
937,Lucas Anderson,40,Premium,13,4.16,75.3,decreasing,stable,56,1
938,Mateo Wilson,43,Unlimited,17,2.55,65.84,decreasing,increasing,12,0
939,Benjamin Williams,54,Premium,17,2.65,75.48,decreasing,stable,53,0
940,Owen Lopez,41,Basic,21,0.54,84.89,decreasing,stable,4,1
941,Logan Ramirez,36,Basic,8,2.39,58.12,increasing,stable,59,0
942,Oliver Martin,42,Basic,5,3.65,80.11,decreasing,stable,31,1
943,Isabella Harris,38,Basic,26,3.06,95.39,stable,stable,50,0
944,Theodore Wilson,29,Premium,16,0.34,73.97,increasing,decreasing,20,1
945,Benjamin Taylor,58,Basic,28,2.05,62.45,stable,increasing,23,0
946,Abigail Brown,50,Basic,29,4.23,100.0,decreasing,stable,59,1
947,Henry Garcia,21,Basic,12,2.35,71.33,increasing,stable,17,0
948,Michael Perez,59,Unlimited,30,2.82,73.47,stable,stable,20,0
949,Noah White,24,Premium,23,4.12,73.79,stable,increasing,53,1
950,Lucas Hernandez,39,Premium,16,2.35,76.72,increasing,increasing,9,0
951,Ava Taylor,50,Basic,14,3.29,64.92,increasing,increasing,23,0
952,Lucas Lee,34,Premium,10,2.91,72.85,decreasing,decreasing,39,0
953,Harper Robinson,41,Premium,7,3.13,84.28,decreasing,decreasing,46,0
954,Harper Wilson,51,Premium,29,2.88,64.4,increasing,stable,20,0
955,Charlotte Garcia,45,Unlimited,3,1.95,63.7,decreasing,decreasing,24,0
956,Ella Hernandez,58,Basic,15,2.05,65.62,decreasing,increasing,51,0
957,Jackson Smith,56,Unlimited,19,1.65,53.53,stable,decreasing,59,1
958,Aria Rodriguez,39,Unlimited,13,0.86,59.76,decreasing,stable,56,1
959,Lucas Hernandez,34,Basic,21,3.74,59.15,decreasing,stable,58,1
960,Michael Jackson,51,Premium,27,2.51,69.99,stable,decreasing,22,0
961,Logan Rodriguez,23,Unlimited,29,3.69,82.54,increasing,decreasing,21,1
962,Amelia Lopez,23,Basic,20,4.07,91.81,decreasing,decreasing,3,0
963,Ella Anderson,51,Premium,25,2.55,70.86,stable,increasing,33,0
964,Mia Perez,18,Unlimited,6,1.19,76.85,increasing,decreasing,55,1
965,Michael Ramirez,27,Premium,2,2.3,73.65,stable,decreasing,5,0
966,Abigail Smith,38,Basic,22,1.83,38.6,stable,stable,27,0
967,Alexander Davis,22,Premium,32,0.52,52.78,decreasing,increasing,30,0
968,Ella Moore,19,Basic,16,2.0,81.42,stable,increasing,34,1
969,Grace Johnson,39,Premium,18,2.43,82.88,increasing,decreasing,38,1
970,Grace Smith,19,Basic,5,1.86,82.53,stable,stable,41,1
971,Ava Robinson,27,Premium,30,1.73,67.33,stable,stable,22,0
972,Grace Gonzalez,51,Premium,19,1.22,40.08,increasing,increasing,5,1
973,Sebastian Perez,33,Premium,23,2.7,54.57,stable,increasing,15,0
974,Scarlett Johnson,56,Premium,34,4.37,56.87,decreasing,stable,1,0
975,Aria Miller,39,Premium,13,3.78,79.43,increasing,stable,23,0
976,Sebastian Wilson,29,Premium,29,3.15,64.64,stable,decreasing,16,0
977,Isabella Johnson,41,Basic,22,3.18,95.36,stable,stable,44,0
978,Zoey Hernandez,57,Premium,9,2.37,92.01,increasing,decreasing,0,0
979,Oliver Clark,55,Basic,19,0.7,95.11,stable,increasing,5,1
980,William Rodriguez,27,Unlimited,6,2.13,56.25,stable,increasing,4,0
981,William Rodriguez,52,Basic,15,1.53,77.36,decreasing,stable,56,1
982,Scarlett Rodriguez,49,Premium,20,2.65,62.84,increasing,stable,44,1
983,Olivia Davis,24,Premium,9,3.73,74.92,decreasing,increasing,59,0
984,Lucas Moore,38,Premium,32,4.47,57.92,increasing,decreasing,54,0
985,Jack Robinson,37,Basic,4,2.56,88.39,decreasing,stable,49,1
986,Abigail Robinson,43,Premium,18,0.83,58.2,stable,increasing,28,1
987,Benjamin Hernandez,21,Premium,5,2.56,40.79,decreasing,increasing,11,0
988,Abigail Thomas,39,Premium,20,2.59,100.0,increasing,increasing,38,0
989,Elijah Garcia,32,Basic,23,3.18,76.64,stable,decreasing,46,1
990,Michael Sanchez,57,Premium,11,2.48,53.96,increasing,increasing,2,0
991,Oliver Rodriguez,38,Premium,22,2.57,67.57,decreasing,stable,47,1
992,Sophia Hernandez,32,Premium,4,1.87,61.35,stable,stable,0,0
993,Harper Perez,39,Premium,29,2.19,70.09,stable,increasing,26,0
994,Olivia Thompson,45,Premium,34,3.01,82.04,decreasing,increasing,47,0
995,Olivia Gonzalez,31,Basic,13,0.49,79.69,stable,increasing,23,0
996,Jackson Gonzalez,44,Basic,9,2.18,73.81,decreasing,stable,43,1
997,Evelyn Thompson,58,Basic,31,3.19,70.08,stable,increasing,18,0
998,Hannah Gonzalez,57,Basic,7,4.14,86.18,decreasing,increasing,58,1
999,Lucas Lewis,45,Premium,4,2.1,41.12,stable,decreasing,7,1
1000,Ella Jackson,43,Premium,19,3.69,58.77,stable,increasing,54,0
